,Random Query,MSSIM,EarthMovers,OneDividedByEpsilon,KSTest,Scagnostics
0_AGrid_distribution_0.01_32,379.5679823,0.59588027,24.53501497,100,0.573242188,0.65015934
0_Geometric_distribution_0.01_32,2939.9698,0.557813168,47.09082031,100,0.623046875,0.857154219
0_Laplace_distribution_0.01_32,749.9873558,0.459896117,97.09824657,100,0.494140625,0.857899086
0_DAWA_distribution_0.01_64,53.5608,0.69926089,0.786621094,100,0.893066406,0.623114971
0_AHP_distribution_0.01_64,134.0553137,0.896703422,1.90334533,100,0.104492188,0.882245945
0_AGrid_distribution_0.01_64,178.5701722,0.594257832,6.200986171,100,0.570068359,0.577389095
0_Geometric_distribution_0.01_64,3025.6546,0.639655948,49.23706055,100,0.557861328,0.878221471
0_Laplace_distribution_0.01_64,925.6802789,0.469937205,104.4066366,100,0.504882813,0.866350545
0_DAWA_correlation_0.5_32,22.1244,0.997698128,0.376953125,2,0.954101563,0.454714776
0_AHP_correlation_0.5_32,33.56456584,0.998105288,0.765397897,2,0.22265625,0.300871896
0_AGrid_correlation_0.5_32,11.09982696,0.997158051,0.693107019,2,0.553710938,0.170120644
0_Geometric_correlation_0.5_32,51.9126,0.998251617,0.834960938,2,0.727539063,0.760200043
0_Laplace_correlation_0.5_32,15.39684377,0.995078087,1.608070778,2,0.567382813,0.733153191
0_DAWA_correlation_0.5_64,11.5612,0.993273377,0.186279297,2,0.976318359,0.421392757
0_AHP_correlation_0.5_64,28.9941437,0.994510412,0.506473789,2,0.143310547,0.383357702
0_AGrid_correlation_0.5_64,5.745408492,0.963165998,0.269343452,2,0.499511719,0.19887349
0_Geometric_correlation_0.5_64,51.9342,0.987081647,0.826171875,2,0.721923828,0.789367196
0_Laplace_correlation_0.5_64,16.81833156,0.956010342,1.83744013,2,0.544677734,0.813995256
0_DAWA_correlation_0.1_32,30.6342,0.992999196,0.803710938,10,0.950195313,0.485998444
0_AHP_correlation_0.1_32,100.0788404,0.988066614,2.311311566,10,0.174804688,0.817813842
0_AGrid_correlation_0.1_32,53.84513371,0.981167316,2.969980918,10,0.599609375,0.318911924
0_Geometric_correlation_0.1_32,238.5332,0.97319448,3.896484375,10,0.6796875,0.809628122
0_Laplace_correlation_0.1_32,92.02440026,0.911377013,8.759159628,10,0.583984375,0.775471828
0_DAWA_correlation_0.1_64,16.5506,0.973135233,0.295898438,10,0.969482422,0.266444948
0_AHP_correlation_0.1_64,74.96072466,0.9657166,1.120365657,10,0.143310547,0.429575809
0_AGrid_correlation_0.1_64,21.28462546,0.876235604,0.74822684,10,0.465576172,0.203340644
0_Geometric_correlation_0.1_64,281.2292,0.840408683,4.499267578,10,0.631835938,0.865657673
0_Laplace_correlation_0.1_64,81.96480097,0.669295073,9.679159454,10,0.525878906,0.869586583
0_DAWA_correlation_0.05_32,48.1444,0.988207877,1.20703125,20,0.729492188,0.411416634
0_AHP_correlation_0.05_32,145.8721185,0.97281909,3.27531371,20,0.206054688,0.810264164
0_AGrid_correlation_0.05_32,78.83729385,0.919932842,5.122722157,20,0.606445313,0.465745691
0_Geometric_correlation_0.05_32,615.5378,0.895673513,9.263671875,20,0.666992188,0.838863532
0_Laplace_correlation_0.05_32,151.2723211,0.77538532,18.52103504,20,0.553710938,0.823996398
0_DAWA_correlation_0.05_64,17.3262,0.903792977,0.303710938,20,0.977050781,0.654831138
0_AHP_correlation_0.05_64,97.2723032,0.890587449,1.364618581,20,0.143310547,0.557069522
0_AGrid_correlation_0.05_64,38.6223973,0.918724895,1.304739069,20,0.536865234,0.503128599
0_Geometric_correlation_0.05_64,615.7382,0.725317657,9.780517578,20,0.612304688,0.865704708
0_Laplace_correlation_0.05_64,177.8398527,0.516516924,19.59104068,20,0.521728516,0.876513446
0_DAWA_correlation_0.01_32,127.6464,0.945729852,2.19921875,100,0.78515625,0.589974122
0_AHP_correlation_0.01_32,234.1200498,0.349761367,7.538693692,100,0.181640625,0.889765193
0_AGrid_correlation_0.01_32,379.5679823,0.59588027,24.53501497,100,0.573242188,0.6765719
0_Geometric_correlation_0.01_32,3046.0252,0.607187212,50.77441406,100,0.596679688,0.845383389
0_Laplace_correlation_0.01_32,839.0238362,0.446386874,95.73859595,100,0.517578125,0.862286514
0_DAWA_correlation_0.01_64,53.5608,0.69926089,0.786621094,100,0.893066406,0.563099319
0_AHP_correlation_0.01_64,134.0553137,0.896703422,1.90334533,100,0.104492188,0.876021109
0_AGrid_correlation_0.01_64,178.5701722,0.594257832,6.200986171,100,0.570068359,0.59659344
0_Geometric_correlation_0.01_64,3215.4396,0.652034283,51.32788086,100,0.566650391,0.885425278
0_Laplace_correlation_0.01_64,740.5532849,0.487851053,98.01677099,100,0.488037109,0.882441411
